"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Pink and Gold Wedding Jewelry, Pink and Gold Earrings, Pink Crystal Earrings, Pale Pink Earrings, Handmade Bridesma… https://t.co/oz4Y5Pl6wZ",FALSE,0,NA,2021-09-27 04:42:37,TRUE,NA,"1442348931766226944",NA,"<a href=\"https://www.twitter-fu.com\" rel=\"nofollow\">twitter-fu</a>","PPerceptions",0,FALSE,FALSE,NA,NA
"RT @HHelpify: 🍥MJ's Premium Accounts🍣

- Other premium accounts are available. DM to inquire!

🌺 spotify, quizlet, youtube, hbo max, viu, c…",FALSE,0,NA,2021-09-27 04:42:33,FALSE,NA,"1442348915337031686",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","raleneseraphine",492,TRUE,FALSE,NA,NA
"RT @Xback_Ph: Online Fan Gathering for LAY's Birthday with Official Merch and Love Lay Box as Gift for Lucky Participants
on October 07 fro…",FALSE,0,NA,2021-09-27 04:42:27,FALSE,NA,"1442348891353976839",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","faye_me09",32,TRUE,FALSE,NA,NA
"RT @WaanjaiArchive: [ZOOM LINK GIVEAWAY]
☀ L’Oreal Elseve &amp; Lotus X Gulf 🌻

📌 W.Archive followers
📌 1 x Winner
📌 Worldwide
📌 RT, LIKE &amp; Rep…",FALSE,0,NA,2021-09-27 04:42:27,FALSE,NA,"1442348889047060489",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","Gulfmade04",171,TRUE,FALSE,NA,NA
"@IrateMaxwell @roun_sa_ville I became a master tactician in zoom instead of doing my homework which, while useless, was fun haha",FALSE,1,"IrateMaxwell",2021-09-27 04:42:26,FALSE,"1442241801704726534","1442348886174097409","1172309547060322306","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","scramblesuited",0,FALSE,FALSE,NA,NA
"RT @CryptooIndia: When in doubt, zoom out !! https://t.co/VaFDhzMJvS",FALSE,0,NA,2021-09-27 04:42:19,FALSE,NA,"1442348856851591168",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Shibara56615012",29,TRUE,FALSE,NA,NA
"RT @RapperPandit: Click&amp;Zoom this Pic : 1000 Reasons to Boycott Manyvars overpriced collection. Sharing with you Three

1. First Note the s…",FALSE,0,NA,2021-09-27 04:42:18,FALSE,NA,"1442348852640555013",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","DeepakkChandel",53,TRUE,FALSE,NA,NA
"Norwegian data analytics software to smarten predictive maintenance in Oil &amp; Gas https://t.co/zzG8oSK0YV… https://t.co/NKskjUrhI4",FALSE,0,NA,2021-09-27 04:42:17,TRUE,NA,"1442348846508429316",NA,"<a href=\"https://contentstudio.io\" rel=\"nofollow\">ContentStudio.io</a>","ProjectConsult5",0,FALSE,FALSE,NA,NA
"RT @uknowthatt_: Background zoom versi \"Squid Game\"

A Thread",FALSE,0,NA,2021-09-27 04:42:17,FALSE,NA,"1442348846105837570",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","baskomrant",7,TRUE,FALSE,NA,NA
"RT @snkrsvibes: Nike Air Zoom Fire https://t.co/fpPXKJJzAJ",FALSE,0,NA,2021-09-27 04:42:12,FALSE,NA,"1442348825654427649",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","mi_niy8n",855,TRUE,FALSE,NA,NA
"RT @HHelpify: 🍥MJ's Premium Accounts🍣

- Other premium accounts are available. DM to inquire!

🌺 spotify, quizlet, youtube, hbo max, viu, c…",FALSE,0,NA,2021-09-27 04:42:12,FALSE,NA,"1442348825578901506",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","smkngdn",492,TRUE,FALSE,NA,NA
"@mfj616 It's always some fat shlub. And then they zoom in on his balls for 10 minutes.",FALSE,0,"mfj616",2021-09-27 04:42:10,FALSE,"1442327987110645760","1442348819056787459","49197808","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","shmuckify",0,FALSE,FALSE,NA,NA
"RT @WaanjaiArchive: [ZOOM LINK GIVEAWAY]
☀ L’Oreal Elseve &amp; Lotus X Gulf 🌻

📌 W.Archive followers
📌 1 x Winner
📌 Worldwide
📌 RT, LIKE &amp; Rep…",FALSE,0,NA,2021-09-27 04:42:07,FALSE,NA,"1442348806067023876",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","httpmewing",171,TRUE,FALSE,NA,NA
"@TraceySpicer @SarrahLeM @bodyandsoul_au @Zoom Yes. So True. Lost count of the times in the US when after an event… https://t.co/VDEqAtChL4",FALSE,0,"TraceySpicer",2021-09-27 04:42:03,TRUE,"1442347600254959619","1442348788954189828","218346740","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","HarveyWilms",0,FALSE,FALSE,NA,NA
"RT @InfoMetahash: 🔥ZERO fee everyday realtime shopping w/crypto: https://t.co/cxRbJWX2tK, NFTs, tokens, smartC, decentralized apps (exchang…",FALSE,0,NA,2021-09-27 04:42:02,FALSE,NA,"1442348784705368074",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","tweber287",13534,TRUE,FALSE,NA,NA
"RT @GustavoVela71: Zoom  https://t.co/yj7HKRj8bF",FALSE,0,NA,2021-09-27 04:42:00,FALSE,NA,"1442348775666851842",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","woodyclet",33,TRUE,FALSE,NA,NA
"RT @michaelharriot: We need a ⏭ button for:

The 1st 6 min of every Zoom call
The 1st trimester of pregnancies &amp; Pentecostal services
Febru…",FALSE,0,NA,2021-09-27 04:41:59,FALSE,NA,"1442348772336545793",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","claude859",119,TRUE,FALSE,NA,NA
"RT @atchiesshop: Selling Premium accounts for:

✅Netflix
✅Quillbot
✅Canva
✅Scribd
✅Skillshare
✅Grammarly
✅Zoom Pro
✅Zookal

tags: netflix p…",FALSE,0,NA,2021-09-27 04:41:56,FALSE,NA,"1442348758671392769",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","univers39682456",75,TRUE,FALSE,NA,NA
"@SunflowersChai @BuzzFeed I didn’t zoom in! I redact my comment",FALSE,0,"SunflowersChai",2021-09-27 04:41:54,FALSE,"1442343552030105604","1442348750819659780","1149564885451169793","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Stephanie_7789",0,FALSE,FALSE,NA,NA
"RT @laurelinarien: Excited about this talk on religious endowments and state-making in early India and Java @NTUHistory this Friday 1 Oct o…",FALSE,0,NA,2021-09-27 04:41:46,FALSE,NA,"1442348717114224644",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","HinchyJessica",10,TRUE,FALSE,NA,NA
"22nd season of @crkernels coverage in the books. It was, without question, the most difficult. Big thank you to Man… https://t.co/JnYyKRUw65",FALSE,2,NA,2021-09-27 04:41:45,TRUE,NA,"1442348715503665152",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","jeje66",0,FALSE,FALSE,NA,NA
"RT @InfoMetahash: 🔥ZERO fee everyday realtime shopping w/crypto: https://t.co/cxRbJWX2tK, NFTs, tokens, smartC, decentralized apps (exchang…",FALSE,0,NA,2021-09-27 04:41:44,FALSE,NA,"1442348710348746762",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","ceatheen",13534,TRUE,FALSE,NA,NA
"RT @atchiesshop: Selling Premium accounts for:

✅Netflix
✅Quillbot
✅Canva
✅Scribd
✅Skillshare
✅Grammarly
✅Zoom Pro
✅Zookal

tags: netflix p…",FALSE,0,NA,2021-09-27 04:41:38,FALSE,NA,"1442348682410561545",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","luckyperona",75,TRUE,FALSE,NA,NA
"RT @InfoMetahash: 🔥ZERO fee everyday realtime shopping w/crypto: https://t.co/cxRbJWX2tK, NFTs, tokens, smartC, decentralized apps (exchang…",FALSE,0,NA,2021-09-27 04:41:36,FALSE,NA,"1442348675573841931",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","nslynbigwin",13534,TRUE,FALSE,NA,NA
"@BewearRocket nah that's the zoom map from the spider-man 2 game https://t.co/fura7rJw63",FALSE,0,"BewearRocket",2021-09-27 04:41:33,FALSE,"1442203154624368641","1442348663339044869","1103682479351840768","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","platinumb3rlitz",0,FALSE,FALSE,NA,NA
"RT @deorphic: Cw// tw mature content 🔞

- zoom class

Kevin x Tasya
Q.K.un oneshoot. https://t.co/uZC9IKSl6S",FALSE,0,NA,2021-09-27 04:41:32,FALSE,NA,"1442348658343616514",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","RiskiaN027",221,TRUE,FALSE,NA,NA
"RT @atchiesshop: Selling Premium accounts for:

✅Netflix
✅Quillbot
✅Canva
✅Scribd
✅Skillshare
✅Grammarly
✅Zoom Pro
✅Zookal

tags: netflix p…",FALSE,0,NA,2021-09-27 04:41:29,FALSE,NA,"1442348648289869827",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","jiaelyne",75,TRUE,FALSE,NA,NA
"RT @TylerIAm: \"Lets zoom into his helmet and see Davante adams lifeless eyes'\"",FALSE,0,NA,2021-09-27 04:41:29,FALSE,NA,"1442348647522340866",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","lightsoflambeau",530,TRUE,FALSE,NA,NA
"🏷 lf looking for cheap mura affordable premium accounts educational editing grammarly zoom pro microsoft 365 duolin… https://t.co/BEugl86jum",FALSE,0,"riecomms",2021-09-27 04:41:26,TRUE,"1442348631000895488","1442348633202966536","1418190621030813697","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","riecomms",0,FALSE,FALSE,NA,NA
"RT @JohnMbundi: Register now to attend Virtual Dialogue on \"The Engagement of Youth in Future Budgeting Plans and Programs.\"

🗓️ 30th Sept.…",FALSE,0,NA,2021-09-27 04:41:23,FALSE,NA,"1442348621882613761",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Pilot4Dialogue",4,TRUE,FALSE,NA,NA
"RT @beefcakehowie: let’s hope frenchie and brent are muted on zoom like nicole a on finale night #bb23 https://t.co/yBWimco56g",FALSE,0,NA,2021-09-27 04:41:22,FALSE,NA,"1442348617096892416",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","SpicyBBfan",21,TRUE,FALSE,NA,NA
"RT @jamieywang: Coming up in Oct, an open seminar on more-than-human care drawing on some of my research work in Singapore, hosted by the S…",FALSE,0,NA,2021-09-27 04:41:16,FALSE,NA,"1442348593810063362",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","hannahsmumby",2,TRUE,FALSE,NA,NA
"RT @radicalwomenus: Come to the meeting TODAY (https://t.co/fgECyyMjcb) to help shape &amp; build a massive chorus of voices for reproductive j…",FALSE,0,NA,2021-09-27 04:41:12,FALSE,NA,"1442348574700806146",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","EmmaSocFem",1,TRUE,FALSE,NA,NA
"RT @clgalunan: It's only been months since I've known Dr. Venida professionally, but I would never forget his warmth that pierced through t…",FALSE,0,NA,2021-09-27 04:41:10,FALSE,NA,"1442348565070680071",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","TheMiggoy",1,TRUE,FALSE,NA,NA
"Save your seat for a live webinar with our expert on Trading Technical Patterns in Currency pairs on 06th October,… https://t.co/0waLbllPka",FALSE,1,NA,2021-09-27 04:41:07,TRUE,NA,"1442348552265494530",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","religareonline",0,FALSE,FALSE,NA,NA
"I have joined zoom class as TIPH DCR Management two (2) times",FALSE,0,NA,2021-09-27 04:41:07,FALSE,NA,"1442348552210894849",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","JAVI_jpg",0,FALSE,FALSE,NA,NA
"RT @InfoMetahash: 🔥ZERO fee everyday realtime shopping w/crypto: https://t.co/cxRbJWX2tK, NFTs, tokens, smartC, decentralized apps (exchang…",FALSE,0,NA,2021-09-27 04:41:02,FALSE,NA,"1442348532178976772",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","SMauBigWin",13534,TRUE,FALSE,NA,NA
"RT @WaanjaiArchive: [ZOOM LINK GIVEAWAY]
☀ L’Oreal Elseve &amp; Lotus X Gulf 🌻

📌 W.Archive followers
📌 1 x Winner
📌 Worldwide
📌 RT, LIKE &amp; Rep…",FALSE,0,NA,2021-09-27 04:40:59,FALSE,NA,"1442348521261191172",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","NooTh90592429",171,TRUE,FALSE,NA,NA
"RT @thisiskashmir: Zoom in on that please. WHEW. https://t.co/hEqzNkGVwd",FALSE,0,NA,2021-09-27 04:40:59,FALSE,NA,"1442348520757862402",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","TonjaStidhum",1,TRUE,FALSE,NA,NA
"RT @Julius_S_Malema: Our soldiers are suffering in Mozambique and some fool here at home, through Zoom interview from the comfort of their…",FALSE,0,NA,2021-09-27 04:40:58,FALSE,NA,"1442348518153220100",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","matsemelaRamar1",1346,TRUE,FALSE,NA,NA
"Going into the workforce after getting a zoom degree makes me feel some type of way😅",FALSE,0,NA,2021-09-27 04:40:57,FALSE,NA,"1442348510334967811",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","itsNaebro",0,FALSE,FALSE,NA,NA
"RT @TylerIAm: \"Lets zoom into his helmet and see Davante adams lifeless eyes'\"",FALSE,0,NA,2021-09-27 04:40:52,FALSE,NA,"1442348490202378241",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","AntiPickNRoll1",530,TRUE,FALSE,NA,NA
"Get your own E-commerce Website or Online Store Today!
I will build an eCommerce website, online store, WordPress w… https://t.co/YZn79Rk6SZ",FALSE,0,NA,2021-09-27 04:40:52,TRUE,NA,"1442348490126921730",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","TousifR03827279",0,FALSE,FALSE,NA,NA
"RT @TylerIAm: \"Lets zoom into his helmet and see Davante adams lifeless eyes'\"",FALSE,0,NA,2021-09-27 04:40:50,FALSE,NA,"1442348483281756160",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","DepaulAndrew",530,TRUE,FALSE,NA,NA
"RT @RapperPandit: Click&amp;Zoom this Pic : 1000 Reasons to Boycott Manyvars overpriced collection. Sharing with you Three

1. First Note the s…",FALSE,0,NA,2021-09-27 04:40:40,FALSE,NA,"1442348442013949952",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","MitharePooja",53,TRUE,FALSE,NA,NA
"RT @RapperPandit: Click&amp;Zoom this Pic : 1000 Reasons to Boycott Manyvars overpriced collection. Sharing with you Three

1. First Note the s…",FALSE,0,NA,2021-09-27 04:40:39,FALSE,NA,"1442348437693894660",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Its_MeAbhinav",53,TRUE,FALSE,NA,NA
"RT @TylerIAm: \"Lets zoom into his helmet and see Davante adams lifeless eyes'\"",FALSE,0,NA,2021-09-27 04:40:38,FALSE,NA,"1442348431540817923",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","LateTeensDoomer",530,TRUE,FALSE,NA,NA
"@maxbalzer_ It audio zoom. I’d have to look it up, but I think it been on the iPhone for a few years now. Because y… https://t.co/xyeJIbI49Z",FALSE,0,"maxbalzer_",2021-09-27 04:40:35,TRUE,"1442286192838340609","1442348419054407686","1153830748522274816","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","TechMyLifeVideo",0,FALSE,FALSE,NA,NA
"RT @CryptooIndia: When in doubt, zoom out !! https://t.co/VaFDhzMJvS",FALSE,0,NA,2021-09-27 04:40:32,FALSE,NA,"1442348408753123333",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","_mahajantejas_",29,TRUE,FALSE,NA,NA
"Aircraft with unknown registration, ICAO ~298616 is circling over Mission Hills, Los Angeles at 1525 feet, speed 94… https://t.co/OOxdZENfA5",FALSE,0,NA,2021-09-27 04:40:32,TRUE,NA,"1442348407473901569",NA,"<a href=\"https://lemondronor.com/\" rel=\"nofollow\">SkyCirclesLA</a>","SkyCirclesLA",0,FALSE,FALSE,"-118.45317724","34.27754909"
"RT @Dyzrell: Love this. Zoom in close and get sim city 2000 vibes lol",FALSE,0,NA,2021-09-27 04:40:23,FALSE,NA,"1442348368806629382",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","LPW_Podcast_",2,TRUE,FALSE,NA,NA
"RT @ihsoyiKiyoshi: 🔊 #Giveaway Alert 🔊

5,000 @Safex Tokens $SFT and 1,000 @Safex Cash $SFX to one lucky winner.

Must be following me to w…",FALSE,0,NA,2021-09-27 04:40:23,FALSE,NA,"1442348368399794176",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","bobbiehofman",13,TRUE,FALSE,NA,NA
"RT @InfoMetahash: 🔥ZERO fee everyday realtime shopping w/crypto: https://t.co/cxRbJWX2tK, NFTs, tokens, smartC, decentralized apps (exchang…",FALSE,0,NA,2021-09-27 04:40:18,FALSE,NA,"1442348349047201797",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","LuckyLanceXx",13534,TRUE,FALSE,NA,NA
"@RLindnerLolong does it count if you're on a zoom with your fellow elected labor leaders telling you to trust that… https://t.co/PVutkw8B0M",FALSE,0,"RLindnerLolong",2021-09-27 04:40:17,TRUE,"1442128628234473472","1442348343531909124","15390904","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","VeeYAYGahs",0,FALSE,FALSE,NA,NA
"Just bought myself a ticket to @springsteen interviewing @StevieVanZandt (zoom) &amp; an autographed copy of Little Ste… https://t.co/ftP4rDNn2V",FALSE,0,NA,2021-09-27 04:40:13,TRUE,NA,"1442348325831905283",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","rocknroll886",0,FALSE,FALSE,NA,NA
"RT @RapperPandit: Click&amp;Zoom this Pic : 1000 Reasons to Boycott Manyvars overpriced collection. Sharing with you Three

1. First Note the s…",FALSE,0,NA,2021-09-27 04:40:12,FALSE,NA,"1442348321503264770",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","flyhigher_4ever",53,TRUE,FALSE,NA,NA
"RT @hostwise: #eCommerce Hosting - https://t.co/g3368ldhvr - Review https://t.co/Sp3OGK20Ua  #3d cart #web hosting",FALSE,0,NA,2021-09-27 04:40:09,FALSE,NA,"1442348310715535363",NA,"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>","SujaS9",4,TRUE,FALSE,NA,NA
"Zoom in on that please. WHEW. https://t.co/hEqzNkGVwd",FALSE,6,"thisiskashmir",2021-09-27 04:40:06,FALSE,"1442348177231917058","1442348298552086528","28071321","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","thisiskashmir",1,FALSE,FALSE,NA,NA
"RT @lilbluberries: hand designed + crafted hair barrettes !! 😽💫

plss zoom in for the details 🤩🤞🏼 https://t.co/h3jBTwyOaF",FALSE,0,NA,2021-09-27 04:40:03,FALSE,NA,"1442348285822312448",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","lilbluberries",26,TRUE,FALSE,NA,NA
"RT @hostwise: #eCommerce Hosting - https://t.co/g3368ldhvr - Review https://t.co/Sp3OGK20Ua  #3d cart #web hosting",FALSE,0,NA,2021-09-27 04:40:02,FALSE,NA,"1442348279686000652",NA,"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>","jainsudhir1",4,TRUE,FALSE,NA,NA
"RT @Keshavdaga10: Class Zoom mai and Exam room mai. SRM is following this. We're just asking you to reopen college next Semester. A fresh s…",FALSE,0,NA,2021-09-27 04:40:01,FALSE,NA,"1442348276326359040",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","frustrateden",28,TRUE,FALSE,NA,NA
"RT @PeachFaa_: Zoom art collab ♡ Thank you for inviting me to join this collab, you all are amazing ♡ #artidn #ArtistOfIndonesia https://t.…",FALSE,0,NA,2021-09-27 04:39:59,FALSE,NA,"1442348268285923333",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","PeachFaa_",30,TRUE,FALSE,NA,NA
"RT @hostwise: #eCommerce Hosting - https://t.co/g3368ldhvr - Review https://t.co/Sp3OGK20Ua  #3d cart #web hosting",FALSE,0,NA,2021-09-27 04:39:57,FALSE,NA,"1442348259935096834",NA,"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>","hostsmart",4,TRUE,FALSE,NA,NA
"Leaked Zoom Video Reveals Hospital Officials Discuss Vaccine Scare Tacti... https://t.co/Mv7ae8hp0N via @YouTube",FALSE,0,NA,2021-09-27 04:39:55,FALSE,NA,"1442348252322582528",NA,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>","watchthedrain",0,FALSE,FALSE,NA,NA
"@alfredanchor @menuguy @ImSpeaking2U I want Suzy to livestream it when she opens up the box &amp; explains that a total… https://t.co/RPTTzKBs5s",FALSE,0,"alfredanchor",2021-09-27 04:39:54,TRUE,"1442298259846930434","1442348246978813960","3223451551","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","kierstenj",0,FALSE,FALSE,NA,NA
"RT @hostwise: #eCommerce Hosting - https://t.co/g3368ldhvr - Review https://t.co/Sp3OGK20Ua  #3d cart #web hosting",FALSE,0,NA,2021-09-27 04:39:53,FALSE,NA,"1442348242230939654",NA,"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>","jainsudhir",4,TRUE,FALSE,NA,NA
"RT @ViFeelings: so happy to see u @vicegandako even if it's just via zoom yay we luv u!! #ShowtimeRegisterNaPoll https://t.co/j4Ucy1Fb3W",FALSE,0,NA,2021-09-27 04:39:51,FALSE,NA,"1442348237214519299",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","IlyVG_",28,TRUE,FALSE,NA,NA
"RT @TylerIAm: \"Lets zoom into his helmet and see Davante adams lifeless eyes'\"",FALSE,0,NA,2021-09-27 04:39:51,FALSE,NA,"1442348236660887556",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","XavierGarrett",530,TRUE,FALSE,NA,NA
"My books are closed for October. I'm not coming to anything and I dont want to zoom. 

If you see me in the streets, you didn't.",FALSE,3,NA,2021-09-27 04:39:42,FALSE,NA,"1442348198639591428",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","TastyKeish",0,FALSE,FALSE,NA,NA
"#eCommerce Hosting - https://t.co/g3368ldhvr - Review https://t.co/Sp3OGK20Ua  #3d cart #web hosting",FALSE,0,NA,2021-09-27 04:39:41,FALSE,NA,"1442348192448712709",NA,"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>","hostwise",4,FALSE,FALSE,NA,NA
"RT @WaanjaiArchive: [ZOOM LINK GIVEAWAY]
☀ L’Oreal Elseve &amp; Lotus X Gulf 🌻

📌 W.Archive followers
📌 1 x Winner
📌 Worldwide
📌 RT, LIKE &amp; Rep…",FALSE,0,NA,2021-09-27 04:39:41,FALSE,NA,"1442348192201273345",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","StupiD_CUpid85",171,TRUE,FALSE,NA,NA
"RT @CryptooIndia: When in doubt, zoom out !! https://t.co/VaFDhzMJvS",FALSE,0,NA,2021-09-27 04:39:37,FALSE,NA,"1442348174828470276",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","aakashraj0007",29,TRUE,FALSE,NA,NA
"Canon PowerShot SX60 HS - 16.1 MP - 65x Optical Zoom - Hitamhttp://tokoani.gq/iklan/cameras/video-action-camcorder #surabaya #iklan #promo",FALSE,0,NA,2021-09-27 04:39:36,FALSE,NA,"1442348173729484803",NA,"<a href=\"http://twittbot.net/\" rel=\"nofollow\">twittbot.net</a>","sales_hape45",0,FALSE,FALSE,NA,NA
"showing up to a few zoom meetings and not doing any work does not give you license to rep a group and certainly doe… https://t.co/jtN3pkCyyy",FALSE,1,"kurtiswu",2021-09-27 04:39:35,TRUE,"1442346101135208455","1442348167303819264","458323532","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","kurtiswu",0,FALSE,FALSE,NA,NA
"RT @creszak: We are glad to announce that we are going to the largest e-commerce expo in new york 2021! At @javitscenter
#expo2021 #javitsc…",FALSE,0,NA,2021-09-27 04:39:33,FALSE,NA,"1442348157988339716",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","salmankdurrani",1,TRUE,FALSE,NA,NA
"RT @InfoMetahash: 🔥ZERO fee everyday realtime shopping w/crypto: https://t.co/cxRbJWX2tK, NFTs, tokens, smartC, decentralized apps (exchang…",FALSE,0,NA,2021-09-27 04:39:31,FALSE,NA,"1442348153156501505",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","cieewintiaphari",13534,TRUE,FALSE,NA,NA
"RT @RealEdenMccoy: there was so much LOVE on that zoom- thank u #GH fans for showing us your beautiful, smiling faces and spending your Sun…",FALSE,0,NA,2021-09-27 04:39:28,FALSE,NA,"1442348138317053957",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","JeffHun34911855",13,TRUE,FALSE,NA,NA
"@reaIyibu @JOONSTREE Yes i’ll put a zoom and i’ll carry the computer",FALSE,1,"reaIyibu",2021-09-27 04:39:27,FALSE,"1442347905306677248","1442348136144515074","1379739724919697409","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","6oizu",0,FALSE,FALSE,NA,NA
